,Unnamed: 0,files,text,xmin,ymin,xmax,ymax
660,660,660.png,14A09290,154,324,314,368
661,661,661.png,90A07718,91,137,265,195
662,662,662.png,30F27580,117,286,227,321
663,663,663.png,30F79515,157,292,261,379
664,664,664.png,89A12327,141,248,247,335
665,665,665.png,29A42050,100,246,308,303
666,666,666.png,30A68251,132,253,259,288
667,667,667.png,30A76721,159,190,316,238
668,668,668.png,30G40304,52,113,219,143
669,669,669.png,30G40304,118,262,304,326
670,670,670.png,30E02141,130,190,248,292
671,671,671.png,30F44580,200,183,265,258
672,672,672.png,29A42050,113,157,244,195
673,673,673.png,30F46189,121,174,289,225
674,674,674.png,29T2471,105,245,261,302
675,675,675.png,30E02141,147,168,251,258
676,676,676.png,30A23451,90,248,332,312
677,677,677.png,30E60863,193,259,279,333
678,678,678.png,30F25697,129,291,282,336
679,679,679.png,30E74323,110,322,257,369
680,680,680.png,30F45081,129,230,339,300
681,681,681.png,30F20449,68,191,218,244
682,682,682.png,89A11297,78,294,195,350
683,683,683.png,88A08079,137,185,264,228
684,684,684.png,30E89023,138,237,269,270
685,685,685.png,30F5204,172,161,281,256
686,686,686.png,30F21510,110,264,298,326
687,687,687.png,30F97025,74,192,283,255
688,688,688.png,36A01418,140,283,279,319
689,689,689.png,30F72928,89,296,234,355
690,690,690.png,30A60434,115,394,276,439
691,691,691.png,30G46885,102,194,266,263
692,692,692.png,30F07227,140,256,305,298
693,693,693.png,30F49056,142,188,283,292
694,694,694.png,30A04189,90,234,246,277
695,695,695.png,30G46437,110,70,232,181
696,696,696.png,29A09586,133,262,307,310
697,697,697.png,30F86286,32,124,398,215
698,698,698.png,29C82506,171,156,253,230
699,699,699.png,30F03523,83,176,169,287
700,700,700.png,30F44580,200,183,265,258
701,701,701.png,89A07758,173,232,230,279
702,702,702.png,30A23451,90,248,332,312
703,703,703.png,56S0009,135,175,202,233
704,704,704.png,98A2981,103,145,207,180
705,705,705.png,30G43912,93,161,301,223
706,706,706.png,89A20061,91,259,227,302
707,707,707.png,30G2272,135,40,256,152
708,708,708.png,30G03916,69,221,225,289
709,709,709.png,89A13962,86,249,275,308
710,710,710.png,19A29736,144,112,278,218
711,711,711.png,30T4253,192,285,238,303
712,712,712.png,30T4253,116,172,186,247
713,713,713.png,89M07394,169,215,317,264
714,714,714.png,29A02343,81,159,252,209
715,715,715.png,30G34241,119,210,315,270
716,716,716.png,30C95280,114,196,258,248
717,717,717.png,30A60434,111,417,278,462
718,718,718.png,89A10729,109,380,269,430
719,719,719.png,89A14723,180,70,255,146
720,720,720.png,30X6205,125,232,294,290
721,721,721.png,30F5204,132,188,257,293
722,722,722.png,30F07555,138,154,276,251
723,723,723.png,30F32659,123,156,242,195
724,724,724.png,30F77408,124,191,260,292
725,725,725.png,30F49056,142,188,283,292
726,726,726.png,30A60434,116,303,263,340
727,727,727.png,30A06829,83,175,164,204
728,728,728.png,30F0352,101,152,216,282
729,729,729.png,04A02965,45,281,349,347
730,730,730.png,29A37229,147,206,258,295
731,731,731.png,29C65227,154,222,229,282
732,732,732.png,98A29814,112,142,211,178
733,733,733.png,89A07758,173,232,230,279
734,734,734.png,30E85886,102,227,283,343
735,735,735.png,37A39088,138,240,256,277
736,736,736.png,08A14436,98,270,303,320
737,737,737.png,89A10868,132,188,205,248
738,738,738.png,30E05207,98,117,185,147
739,739,739.png,14A43441,103,341,306,399
740,740,740.png,30A26144,170,212,290,321
741,741,741.png,30G58858,88,145,268,255
742,742,742.png,30N37519,98,203,249,256
743,743,743.png,99N33254,43,178,278,238
744,744,744.png,30G36715,101,175,318,240
745,745,745.png,30E96416,111,398,268,450
746,746,746.png,30F25697,83,249,188,286
747,747,747.png,53Y1430,180,138,305,204
748,748,748.png,30A05197,125,207,312,261
749,749,749.png,29A2580,63,177,286,256
750,750,750.png,30F07555,135,280,251,373
751,751,751.png,30F88013,134,130,277,258
752,752,752.png,30F5204,145,140,262,247
753,753,753.png,30F70784,86,242,277,297
754,754,754.png,99A27405,133,182,238,275
755,755,755.png,30A79209,136,205,272,307
756,756,756.png,30Z8657,106,50,248,189
757,757,757.png,30L71583,137,296,234,381
758,758,758.png,29H12997,103,212,230,305
759,759,759.png,30E91177,156,270,253,357
760,760,760.png,30F78286,161,172,258,250
761,761,761.png,95C1737,102,265,274,302
762,762,762.png,29A17543,138,154,241,245
763,763,763.png,89L00054,102,150,201,246
764,764,764.png,30F72928,89,296,234,355
765,765,765.png,30G71171,70,125,349,209
766,766,766.png,30A26144,170,212,290,321
767,767,767.png,30A47837,92,299,250,340
768,768,768.png,30F5204,111,174,240,286
769,769,769.png,29H07716,153,173,263,253
770,770,770.png,30F36253,105,340,280,390
771,771,771.png,30F22254,91,239,257,283
772,772,772.png,30F97025,74,192,283,255
773,773,773.png,30F93591,113,82,226,126
774,774,774.png,99A36456,98,247,354,324
775,775,775.png,30A26144,135,232,297,306
776,776,776.png,30F51272,80,216,162,242
777,777,777.png,29A5224,104,331,285,391
778,778,778.png,30A68251,156,157,241,237
779,779,779.png,30F90230,103,170,315,229
780,780,780.png,30G46885,102,194,266,263
781,781,781.png,89A10868,132,188,205,248
782,782,782.png,09N07379,120,286,269,317
783,783,783.png,30F32951,88,138,232,267
784,784,784.png,30E76226,130,211,259,252
785,785,785.png,89A15939,134,139,269,251
786,786,786.png,29A42050,84,202,272,254
787,787,787.png,30E43843,123,243,308,297
788,788,788.png,30G1966,79,162,283,232
789,789,789.png,29H03560,145,266,264,361
790,790,790.png,30F99015,84,299,293,350
791,791,791.png,30E90257,232,198,350,305
792,792,792.png,30F91149,131,169,333,228
793,793,793.png,30F32643,77,265,269,321
794,794,794.png,89A10993,99,228,286,281
795,795,795.png,30F86034,83,172,282,237
796,796,796.png,29H09586,152,206,250,281
797,797,797.png,30F70927,95,306,279,368
798,798,798.png,29A42050,86,204,296,262
799,799,799.png,30C43502,110,231,238,276
800,800,800.png,30G46437,110,70,232,181
801,801,801.png,30F92970,120,189,323,245
802,802,802.png,36A04104,135,35,225,108
803,803,803.png,36A01418,140,283,279,319
804,804,804.png,30F65939,132,231,322,301
805,805,805.png,89A07394,142,230,263,269
806,806,806.png,30E30640,17,154,295,236
807,807,807.png,30F5204,157,132,261,224
808,808,808.png,36A25649,86,222,167,286
809,809,809.png,20A34585,1,215,299,270
810,810,810.png,30G5980,101,221,174,277
811,811,811.png,30G25795,85,271,263,333
812,812,812.png,30A04180,92,237,248,295
813,813,813.png,30F27580,125,211,242,245
814,814,814.png,30M4253,87,131,145,190
815,815,815.png,30F5204,164,174,251,250
816,816,816.png,30E19752,117,393,260,431
817,817,817.png,30F68947,65,88,350,167
818,818,818.png,89A15717,108,88,243,201
819,819,819.png,15S00657,91,173,297,251
820,820,820.png,30F21950,124,325,297,373
821,821,821.png,30A47005,67,185,307,248
822,822,822.png,99A08487,156,251,261,337
823,823,823.png,30A8949,70,213,346,302
824,824,824.png,30F3259,171,202,302,260
825,825,825.png,30F5204,148,186,269,265
826,826,826.png,29H06737,47,146,270,302
827,827,827.png,20A34585,1,215,299,270
828,828,828.png,19A08564,185,184,295,282
829,829,829.png,30G31697,130,217,222,293
830,830,830.png,95E6129,171,239,277,289
831,831,831.png,29A25885,142,172,217,230
832,832,832.png,30F5204,118,181,224,269
833,833,833.png,12X08060,152,185,260,271
834,834,834.png,88D00328,125,209,261,305
835,835,835.png,89A20061,122,310,266,347
836,836,836.png,29H17054,137,235,277,279
837,837,837.png,30A57599,106,215,299,264
838,838,838.png,30F70442,120,182,293,244
839,839,839.png,30E66266,115,166,226,205
840,840,840.png,30G09132,99,325,243,365
841,841,841.png,30A32867,110,264,266,310
842,842,842.png,30A90296,82,193,245,235
843,843,843.png,29A02343,119,230,282,264
844,844,844.png,30G1630,89,239,302,289
845,845,845.png,30E91177,159,199,246,269
846,846,846.png,30E49536,139,240,293,287
847,847,847.png,30Z0657,122,31,281,186
848,848,848.png,30F85806,75,232,250,271
849,849,849.png,30G11155,115,206,322,270
850,850,850.png,30G16380,107,276,286,327
851,851,851.png,29A13392,103,278,230,351
852,852,852.png,29H15207,100,221,299,288
853,853,853.png,30G5503,120,239,260,313
854,854,854.png,09A1967,43,133,295,198
855,855,855.png,30F64379,73,219,280,282
856,856,856.png,51G5291,112,168,227,218
857,857,857.png,36A04104,144,126,232,204
858,858,858.png,90A07718,91,137,265,195
859,859,859.png,29H38452,126,161,206,233
860,860,860.png,24A15935,118,208,259,272
861,861,861.png,30G59068,155,191,252,245
862,862,862.png,30G58236,117,266,191,306
863,863,863.png,30C19643,171,253,279,342
864,864,864.png,29C80581,99,178,235,276
865,865,865.png,30C76809,149,215,257,299
866,866,866.png,29A04999,73,205,296,266
867,867,867.png,30M4253,139,265,287,318
